5.000000000000000104e-04,1.253000000000000000e+03
1.500000000000000031e-03,3.721000000000000000e+03
2.500000000000000052e-03,5.986000000000000000e+03
3.500000000000000073e-03,8.576000000000000000e+03
4.500000000000000527e-03,1.083200000000000000e+04
5.499999999999999681e-03,1.321900000000000000e+04
6.500000000000000569e-03,1.548700000000000000e+04
7.499999999999999722e-03,1.773100000000000000e+04
8.500000000000000611e-03,1.972100000000000000e+04
9.500000000000001499e-03,2.182900000000000000e+04
1.050000000000000065e-02,2.397100000000000000e+04
1.149999999999999981e-02,2.604500000000000000e+04
1.250000000000000069e-02,2.789700000000000000e+04
1.350000000000000158e-02,2.991100000000000000e+04
1.450000000000000074e-02,3.168600000000000000e+04
1.549999999999999989e-02,3.297800000000000000e+04
1.650000000000000078e-02,3.467500000000000000e+04
1.750000000000000167e-02,3.630200000000000000e+04
1.850000000000000255e-02,3.767200000000000000e+04
1.949999999999999997e-02,3.941700000000000000e+04
2.050000000000000086e-02,4.016300000000000000e+04
2.150000000000000175e-02,4.141500000000000000e+04
2.249999999999999917e-02,4.304200000000000000e+04
2.350000000000000006e-02,4.339900000000000000e+04
2.450000000000000094e-02,4.452500000000000000e+04
2.550000000000000183e-02,4.507800000000000000e+04
2.650000000000000272e-02,4.597400000000000000e+04
2.750000000000000014e-02,4.669200000000000000e+04
2.850000000000000103e-02,4.715000000000000000e+04
2.950000000000000192e-02,4.748700000000000000e+04
3.049999999999999933e-02,4.824500000000000000e+04
3.150000000000000022e-02,4.891600000000000000e+04
3.250000000000000111e-02,4.926200000000000000e+04
3.350000000000000200e-02,4.943400000000000000e+04
3.450000000000000289e-02,4.925000000000000000e+04
3.550000000000000377e-02,4.949100000000000000e+04
3.650000000000000466e-02,4.972500000000000000e+04
3.749999999999999861e-02,4.946000000000000000e+04
3.849999999999999950e-02,4.943300000000000000e+04
3.950000000000000039e-02,4.956500000000000000e+04
4.050000000000000128e-02,4.915000000000000000e+04
4.150000000000000216e-02,4.917900000000000000e+04
4.250000000000000305e-02,4.891700000000000000e+04
4.350000000000000394e-02,4.869600000000000000e+04
4.449999999999999789e-02,4.849000000000000000e+04
4.549999999999999878e-02,4.790000000000000000e+04
4.649999999999999967e-02,4.751500000000000000e+04
4.750000000000000056e-02,4.722300000000000000e+04
4.850000000000000144e-02,4.704700000000000000e+04
4.950000000000000233e-02,4.607500000000000000e+04
5.050000000000000322e-02,4.574200000000000000e+04
5.150000000000000411e-02,4.576100000000000000e+04
5.250000000000000500e-02,4.495800000000000000e+04
5.349999999999999895e-02,4.434600000000000000e+04
5.449999999999999983e-02,4.367400000000000000e+04
5.550000000000000072e-02,4.324000000000000000e+04
5.650000000000000161e-02,4.282000000000000000e+04
5.750000000000000250e-02,4.239100000000000000e+04
5.850000000000000339e-02,4.177500000000000000e+04
5.950000000000000427e-02,4.136300000000000000e+04
6.049999999999999822e-02,4.076100000000000000e+04
6.149999999999999911e-02,4.002700000000000000e+04
6.250000000000000000e-02,3.921500000000000000e+04
6.350000000000000089e-02,3.889500000000000000e+04
6.450000000000000178e-02,3.846400000000000000e+04
6.550000000000000266e-02,3.771700000000000000e+04
6.650000000000000355e-02,3.700500000000000000e+04
6.750000000000000444e-02,3.665500000000000000e+04
6.850000000000000533e-02,3.605700000000000000e+04
6.950000000000000622e-02,3.566300000000000000e+04
7.050000000000000711e-02,3.485900000000000000e+04
7.150000000000000799e-02,3.404100000000000000e+04
7.250000000000000888e-02,3.398900000000000000e+04
7.349999999999999589e-02,3.291500000000000000e+04
7.449999999999999678e-02,3.279100000000000000e+04
7.549999999999999767e-02,3.189500000000000000e+04
7.649999999999999856e-02,3.177300000000000000e+04
7.749999999999999944e-02,3.124200000000000000e+04
7.850000000000000033e-02,3.053500000000000000e+04
7.950000000000000122e-02,3.008900000000000000e+04
8.050000000000000211e-02,2.938400000000000000e+04
8.150000000000000300e-02,2.886700000000000000e+04
8.250000000000000389e-02,2.858700000000000000e+04
8.350000000000000477e-02,2.809400000000000000e+04
8.450000000000000566e-02,2.760800000000000000e+04
8.550000000000000655e-02,2.682400000000000000e+04
8.650000000000000744e-02,2.674500000000000000e+04
8.750000000000000833e-02,2.607600000000000000e+04
8.849999999999999534e-02,2.562300000000000000e+04
8.949999999999999623e-02,2.524500000000000000e+04
9.049999999999999711e-02,2.463200000000000000e+04
9.149999999999999800e-02,2.419800000000000000e+04
9.249999999999999889e-02,2.381500000000000000e+04
